k_md,phi,h_net_ft,api,Swi,Sor,Vdp,depth_ft,T_res_F,skin,kro_max,krw_max,no,nw,muo_cp,muw_cp,So_current,ED,M,EA,EA_BT,EV,RF_total,q_inj_bpd,Sw_start,Qi_BT,Qi_econ,label,passed_l1,passed_l2,reject_reasons
706.5403487673605,0.11708536137537535,59.05462900003462,21.298654543670313,0.3592704641202161,0.34084825050522266,0.5082752842114622,7482.33820724612,194.57098777593896,4.8617824864988854,0.90876861695604,0.19201986442533153,3.57150366797662,2.0567462697839214,8.922896788435514,0.3407630530869683,0.4818258101053117,0.06233006479722581,5.532815734705939,0.552414294789916,0.5247461842042065,0.8722086357016202,0.03003190413255388,13456.164689018608,0.5181741898946883,0.6334811100337285,0.7005586522275352,0,True,False,RF=3.0% < 15%
82.84011450083244,0.19269770909530515,58.34283211060028,16.158952104877308,0.4485322629852295,0.3480900923965322,0.5526098226268874,7509.38578615102,186.04182437539055,5.555496490289524,0.7449123427504949,0.20448558769876984,3.3340167299127224,3.3083794116815666,2.719811807807724,0.36482605705468113,0.46929900540841907,0.14857851773751501,2.0464942987462442,1.0,0.5901276015448907,0.9187742450108508,0.13651011545911668,1466.5107979939853,0.5307009945915809,0.06124286603962665,0.3605975797317199,0,True,False,RF=13.7% < 15%
1214.1850721411765,0.21036645845147822,20.202127331249315,20.343437788374644,0.11434205806521557,0.3166332862998894,0.890819629770981,8068.615417474685,185.36864424578525,1.10414827202126,0.8144333970853167,0.3954881016845478,3.6639264305221637,2.057934441196153,4.858535623798222,0.3667961063042509,0.5167622123875466,0.08168234698691987,6.432184935376741,0.5186518420407957,0.5186518420407957,0.24675828924490356,0.01045384082900397,21931.531016726844,0.4832377876124534,5.161212060729043,5.161212060729043,0,True,False,Vdp=0.89 > 0.80; RF=1.0% < 15%
432.8763572388336,0.10832814431484064,7.749154637617784,30.940833398295975,0.18572180213150186,0.23877678165821717,0.35051645415807176,9683.045991780196,180.46717459277633,-0.38044761620363565,0.6492804141873116,0.43351568634804927,3.8693854497102427,2.594521365526967,1.099430394509593,0.3814645341717584,0.6219035108828334,0.334887750762501,1.9243589621681445,1.0,0.5968055975081774,0.9749577161801953,0.32650139666013045,3842.7026980992823,0.37809648911716665,0.17827534011560384,1.0766960751114796,0,False,True,h=7.7 ft < 10 ft
9.132904599707105,0.08745590818104572,27.784964135530196,24.363070193401988,0.3092092619342476,0.2594818756145809,0.36699067624955095,8446.272244117446,228.91781755011425,0.19835831907670753,0.78445687392622,0.4516320872934009,2.910439430894419,3.1446678309301683,2.6430317424790792,0.2588924536471457,0.4897327363657926,0.21596978419983154,5.8775821020797,0.939791778478922,0.522304212401918,0.934951771478447,0.1897640080170889,411.62377649592537,0.5102672636342074,0.1985329894616916,0.9065481403209525,0,False,True,k=9.1 mD < 10 mD
2566.8261815823885,0.15472985380122758,16.78522286442131,17.603028286548767,0.2453180586638423,0.2506613952677389,0.5612222047884448,10008.483852809137,212.75404510923596,1.9222524551455074,0.7483920400698525,0.357464669330859,3.3629068354363514,3.902770476583816,13.752514320349283,0.2946307619938501,0.6975540433771494,0.3554417563166064,22.29502589883708,0.8762370389913199,0.433806381968645,0.5932645132707978,0.1847729636127151,39487.443882077925,0.30244595662285056,0.18766778464757083,0.9383258667796266,0,True,False,M=22.30 > 10.0
650.9254007487073,0.2115840946187143,34.684135941177054,20.5652798241787,0.32314467229132504,0.18113334508798984,0.4015461928108488,10322.036068652575,196.0618559602904,4.318753027581425,0.7693123501147281,0.39015562153747874,2.7253369136113434,1.6509576807172688,5.010291069741701,0.33672293177908585,0.6497154098633742,0.46612410821102424,7.546149882990631,1.0,0.5119196822694368,0.904073419376625,0.42141041636422066,15673.208594357851,0.35028459013662583,0.16931758754943968,1.4785740007538148,1,True,True,
763.4411006202735,0.19063257204760425,78.45095893644532,34.025206873145734,0.305241516598575,0.3208828342050728,0.7108980963847793,7263.9705219615535,208.95392985600245,-0.12279791318491151,0.6644959332482785,0.5398201880538044,3.4645371306962467,2.054071616730924,0.7097737609395767,0.3037253503145856,0.47997105435474163,0.11179004871846442,1.8984348308779697,0.7593843680378952,0.5983213667567661,0.8112901797538852,0.06887173399777868,103432.40332921779,0.5200289456452584,0.44106765565589323,0.7924227084547593,0,True,False,RF=6.9% < 15%
11.347208976501944,0.19931989247048051,18.580352817891573,23.071107250071154,0.37579631376482825,0.2851581873854092,0.5164065193894216,9487.880062387021,210.95369749656982,5.913176694536158,0.9031774989242705,0.289294054350739,2.841807391644437,2.055280241092814,4.096221778052952,0.2989049706645445,0.5941886358782045,0.3569668026913073,4.389516881647393,1.0,0.5346205955682533,0.8875679600359956,0.31683229686529535,107.46830882295292,0.4058113641217955,0.14873723551971008,0.8522487969295353,0,True,False,q_iny=107 bbl/d < 150 bbl/d
89.16825359624016,0.14848268779887264,28.91554575672267,23.273584350927955,0.1248160220492611,0.2775871232377901,0.807724478736771,7298.430603659769,189.14644798055005,0.48873412273642547,0.6279896775215089,0.23566803077131096,3.340787029722299,3.708960936317325,4.072944484162029,0.35587647672044587,0.5702546374377866,0.20848637509518875,4.294942717965256,0.9260814790709451,0.5356336302330194,0.5347100334728009,0.10323933788394164,1528.2197754544827,0.4297453625622134,0.258938626865245,1.0716104759458585,0,True,False,Vdp=0.81 > 0.80; RF=10.3% < 15%
